(45, 41)
(45, 42)
(46, 42)
(46, 43)
(47, 43)
(47, 44)
(48, 44)
(48, 45)
(47, 45)
(47, 46)
(48, 46)
(48, 47)
(47, 47)
(46, 47)
(45, 47)
(44, 47)
(44, 48)
(45, 48)
(46, 48)
(46, 49)
(46, 50)
(46, 51)
(46, 52)
(45, 52)
(45, 53)
(45, 54)
(46, 54)
(46, 53)
(47, 53)
(48, 53)
(49, 53)
(50, 53)
(50, 52)
(51, 52)
(52, 52)
(52, 51)
(52, 50)
(52, 49)
(53, 49)
(53, 50)
(53, 51)
(53, 52)
(53, 53)
(52, 53)
(52, 54)
(53, 54)
(53, 55)
(54, 55)
(54, 56)
(54, 57)
(54, 58)
(54, 59)
(55, 59)
(56, 59)
(57, 59)
(57, 60)
(58, 60)
(59, 60)
(60, 60)
(60, 61)
(60, 62)
(59, 62)
(58, 62)
(57, 62)
(57, 63)
(57, 64)
(57, 65)
(58, 65)
(58, 66)
(58, 67)
(58, 68)
(59, 68)
(59, 69)
(59, 70)
(60, 70)
(60, 71)
(61, 71)
(62, 71)
(62, 70)
(63, 70)
(63, 71)
(64, 71)
(64, 72)
(65, 72)
(66, 72)
(66, 71)
(66, 70)
(67, 70)
(67, 69)
(66, 69)
(66, 68)
(65, 68)
(65, 67)
(65, 66)
(65, 65)
(66, 65)
(67, 65)
(67, 64)
(67, 63)
(67, 62)
(68, 62)
(68, 63)
(69, 63)
(69, 62)
(69, 61)
(69, 60)
(68, 60)
(68, 59)
(67, 59)
(66, 59)
(66, 58)
(66, 57)
(67, 57)
(68, 57)
(68, 58)
(69, 58)
(69, 57)
(70, 57)
(70, 56)
(70, 55)
(71, 55)
(72, 55)
(72, 56)
(72, 57)
(72, 58)
(73, 58)
(73, 59)
(73, 60)
(72, 60)
(72, 61)
(73, 61)
(73, 62)
(74, 62)
(74, 61)
(75, 61)
(76, 61)
(76, 60)
(77, 60)
(77, 59)
(77, 58)
(78, 58)
(78, 59)
(79, 59)
(80, 59)
(81, 59)
(82, 59)
(82, 60)
(83, 60)
(84, 60)
(85, 60)
(85, 61)
(86, 61)
(87, 61)
(88, 61)
(89, 61)
(90, 61)
(90, 62)
(91, 62)
(92, 62)
(93, 62)
(94, 62)
(94, 63)
(94, 64)
(95, 64)
(95, 65)
(95, 66)
(95, 67)
(94, 67)
(93, 67)
(93, 68)
(94, 68)
(94, 69)
(94, 70)
(94, 71)
(93, 71)
(92, 71)
(91, 71)
(90, 71)
(89, 71)
(88, 71)
(87, 71)
(86, 71)
(85, 71)
(84, 71)
(84, 72)
(84, 73)
(85, 73)
(85, 72)
(86, 72)
(86, 73)
(87, 73)
(88, 73)
(89, 73)
(89, 74)
(89, 75)
(89, 76)
(88, 76)
(87, 76)
(87, 77)
(87, 78)
(87, 79)
(88, 79)
(88, 80)
(87, 80)
(87, 81)
(87, 82)
(87, 83)
(88, 83)
(89, 83)
(89, 82)
(90, 82)
(90, 81)
(89, 81)
(89, 80)
(90, 80)
(91, 80)
(92, 80)
(92, 81)
(93, 81)
(94, 81)
(94, 82)
(94, 83)
(93, 83)
(93, 84)
(94, 84)
(95, 84)
(96, 84)
(96, 85)
(96, 86)
(96, 87)
(97, 87)
(97, 86)
(97, 85)
(98, 85)
(98, 86)
(98, 87)
(98, 88)
(97, 88)
(97, 89)
(98, 89)
(98, 90)
(97, 90)
(96, 90)
(96, 91)
(97, 91)
(97, 92)
(96, 92)
(96, 93)
(97, 93)
(97, 94)
(97, 95)
(97, 96)
(98, 96)
(98, 97)
(98, 98)
